,run,subid,charName,country,age,gender,englishNative,ethnicity,education,religionChild,religionNow,job,comments,trialNum,bgColor,capacity,capWording,hoverTime,rt,response,responseNum,country_selfrep
19,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,19,#f2cdb9,intentions,make plans,0,7633,0,0,USA
20,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,20,#84eced,depressed,feel sad,0,2571,0,0,USA
21,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,21,#a9e7e4,happy,feel happy,0,620,0,0,USA
22,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,22,#8cf2c3,seeing,see things,0,1748,6,6,USA
23,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,23,#dee7bc,angry,get angry,0,1389,0,0,USA
24,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,24,#e3d3af,recognizing,recognize somebody else,0,1458,6,6,USA
25,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,25,#f3d0d9,safe,feel safe,0,2233,5,5,USA
26,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,26,#d5d0fa,pain,feel pain,0,1278,0,0,USA
27,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,27,#ead1ec,calm,feel calm,0,1614,0,0,USA
28,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,28,#d0d9ae,joy,feel joy,0,1712,0,0,USA
29,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,29,#79e3f9,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,0,6926,0,0,USA
30,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,30,#cde8e2,sounds,hear sounds,0,3934,6,6,USA
31,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,31,#f3c5fa,disrespected,get hurt feelings,0,1218,0,0,USA
32,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,32,#a9f2ce,nauseated,feel sick -- like when you feel like you might throw up,0,1193,0,0,USA
33,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,33,#cae5a1,computations,do math,0,1500,6,6,USA
34,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,34,#dedfa2,hungry,get hungry,0,1442,0,0,USA
35,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,35,#bce98d,free_will,decide what to do,1,57384,6,6,USA
36,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,36,#d0e0c8,conscious,be aware of things,0,2115,6,6,USA
37,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,37,#f2e1bc,thoughts,have thoughts,0,918,6,6,USA
38,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,38,#e3dbc8,desires,have desires -- like when you really want something,0,3056,4,4,USA
39,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,39,#5ef2da,reasoning,figure out how to do things,0,1223,6,6,USA
40,us_run_02,us_run_02_1,robot,us,25,male,yes_only,white,college_bachDegree,christianity_catholic,christianity_catholic,Mechanical Engineer,NA,40,#a7dcf9,depth,sense whether something is close by or far away,0,1482,6,6,USA
41,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,1,#fddbd0,remembering,remember things,1388,2604,2,2,United States
42,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,2,#a9e7e4,depth,sense whether something is close by or far away,0,2035,4,4,United States
43,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,3,#f3d0d9,odors,smell things,0,2059,1,1,United States
44,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,4,#f0d9a2,pleasure,feel pleasure -- like when something feels really good,0,1387,0,0,United States
45,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,5,#5ef2da,computations,do math,0,1077,0,0,United States
46,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,6,#c2e9f5,pride,feel proud,0,1054,0,0,United States
47,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,7,#d2dcee,embarrassed,feel embarrassed,0,1002,0,0,United States
48,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,8,#9be4c0,tired,feel tired,0,1315,3,3,United States
49,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,9,#3eeaef,depressed,feel sad,0,1458,0,0,United States
50,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,10,#fde096,love,feel love,0,1743,0,0,United States
51,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,11,#f3c5fa,angry,get angry,0,1967,0,0,United States
52,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,12,#f2cdb9,goal,have goals -- like when you're working hard to do something or make something happen,0,3080,1,1,United States
53,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,13,#bfd6fa,thoughts,have thoughts,0,1881,2,2,United States
54,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,14,#bce98d,disrespected,get hurt feelings,0,996,0,0,United States
55,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,15,#84eced,sounds,hear sounds,0,1624,4,4,United States
56,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,16,#b4dbe7,joy,feel joy,0,1274,0,0,United States
57,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,17,#dee7bc,nauseated,feel sick -- like when you feel like you might throw up,0,2430,1,1,United States
58,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,18,#97eca5,free_will,decide what to do,0,1986,3,3,United States
59,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,19,#f0d27e,pain,feel pain,0,2023,5,5,United States
60,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,20,#cae5a1,seeing,see things,0,1626,5,5,United States
61,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,21,#a7dcf9,intentions,make plans,0,2145,1,1,United States
62,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,22,#fdcc93,beliefs,have beliefs -- like when you think something is true,0,1975,0,0,United States
63,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,23,#a9f2ce,hungry,get hungry,0,1557,6,6,United States
64,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,24,#8cf2c3,personality,have a personality -- like when someone is shy and somebody else is silly,0,1546,0,0,United States
65,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,25,#cde8e2,reasoning,figure out how to do things,0,1969,2,2,United States
66,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,26,#79e3f9,happy,feel happy,0,1230,0,0,United States
67,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,27,#94ebda,safe,feel safe,0,1829,3,3,United States
68,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,28,#ead1ec,calm,feel calm,0,1744,0,0,United States
69,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,29,#c3e5b5,conscious,be aware of things,0,2138,2,2,United States
70,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,30,#bae6c8,emo_recog,understand how somebody else is feeling,0,2070,0,0,United States
71,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,31,#d5d0fa,choices,make choices,0,1258,2,2,United States
72,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,32,#d1e48e,desires,have desires -- like when you really want something,0,2079,2,2,United States
73,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,33,#d0d9ae,self_aware,be aware of itself,0,1580,0,0,United States
74,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,34,#e3df8e,communicating,communicate with somebody else,0,1272,0,0,United States
75,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,35,#dedfa2,temperature,sense temperatures,0,2215,5,5,United States
76,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,36,#b5eaa1,morality,know what's nice and what's mean,0,1534,0,0,United States
77,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,37,#e3d3af,recognizing,recognize somebody else,0,2155,0,0,United States
78,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,38,#aceab4,guilt,feel guilty,0,906,0,0,United States
79,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,39,#d0e0c8,fear,feel scared,0,2759,1,1,United States
80,us_run_02,us_run_02_2,beetle,us,30,male,yes_only,white,hs_diploma,none,none,Self-employed,NA,40,#e3dbc8,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,0,2065,0,0,United States
81,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,1,#f0d9a2,joy,feel joy,0,4963,5,5,United States
82,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,2,#bce98d,pain,feel pain,0,2420,6,6,United States
83,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,3,#cae5a1,sounds,hear sounds,0,18319,6,6,United States
84,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,4,#a9f2ce,pleasure,feel pleasure -- like when something feels really good,0,3238,6,6,United States
85,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,5,#fde096,thoughts,have thoughts,0,2126,6,6,United States
86,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,6,#d0e0c8,depressed,feel sad,0,3628,5,5,United States
87,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,7,#c2e9f5,free_will,decide what to do,0,1917,6,6,United States
88,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,8,#cde8e2,communicating,communicate with somebody else,0,6797,3,3,United States
89,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,9,#dee7bc,morality,know what's nice and what's mean,0,5093,4,4,United States
90,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,10,#d2dcee,pride,feel proud,0,2471,4,4,United States
91,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,11,#5ef2da,beliefs,have beliefs -- like when you think something is true,0,3747,2,2,United States
92,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,12,#8cf2c3,odors,smell things,0,3710,3,3,United States
93,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,13,#9be4c0,love,feel love,0,2445,2,2,United States
94,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,14,#b4dbe7,hungry,get hungry,0,1837,6,6,United States
95,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,15,#dedfa2,fear,feel scared,0,1838,6,6,United States
96,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,16,#f0d27e,guilt,feel guilty,0,2342,0,0,United States
97,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,17,#bfd6fa,embarrassed,feel embarrassed,0,1116,0,0,United States
98,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,18,#d0d9ae,desires,have desires -- like when you really want something,0,3749,3,3,United States
99,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,19,#84eced,depth,sense whether something is close by or far away,0,5437,5,5,United States
100,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,20,#d1e48e,nauseated,feel sick -- like when you feel like you might throw up,0,4702,5,5,United States
101,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,21,#94ebda,angry,get angry,0,1862,0,0,United States
102,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,22,#f3d0d9,goal,have goals -- like when you're working hard to do something or make something happen,0,3237,4,4,United States
103,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,23,#f3c5fa,seeing,see things,0,2740,6,6,United States
104,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,24,#bae6c8,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,0,4350,1,1,United States
105,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,25,#ead1ec,intentions,make plans,0,2069,0,0,United States
106,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,26,#aceab4,choices,make choices,0,2980,5,5,United States
107,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,27,#97eca5,safe,feel safe,0,1982,5,5,United States
108,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,28,#a9e7e4,tired,feel tired,0,1372,5,5,United States
109,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,29,#79e3f9,reasoning,figure out how to do things,0,1710,5,5,United States
110,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,30,#fdcc93,remembering,remember things,0,1854,5,5,United States
111,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,31,#d5d0fa,recognizing,recognize somebody else,0,2294,2,2,United States
112,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,32,#3eeaef,computations,do math,0,1646,0,0,United States
113,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,33,#f2e1bc,temperature,sense temperatures,0,2412,5,5,United States
114,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,34,#e3df8e,emo_recog,understand how somebody else is feeling,0,3374,0,0,United States
115,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,35,#e3dbc8,personality,have a personality -- like when someone is shy and somebody else is silly,0,4390,1,1,United States
116,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,36,#b5eaa1,conscious,be aware of things,0,2670,5,5,United States
117,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,37,#fddbd0,happy,feel happy,0,1314,5,5,United States
118,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,38,#64f8f4,self_aware,be aware of itself,0,1190,5,5,United States
119,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,39,#a7dcf9,disrespected,get hurt feelings,0,2046,0,0,United States
120,us_run_02b,us_run_02b_1,beetle,us,38,female,yes_only,black,college_assocDegree,none,none,self employed,NA,40,#c3e5b5,calm,feel calm,0,4342,5,5,United States
121,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,1,#3eeaef,recognizing,recognize somebody else,0,2044,0,0,United States of America
122,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,2,#d0d9ae,remembering,remember things,0,2312,4,4,United States of America
123,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,3,#fddbd0,fear,feel scared,0,3824,4,4,United States of America
124,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,4,#5ef2da,conscious,be aware of things,0,1243,6,6,United States of America
125,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,5,#fde096,communicating,communicate with somebody else,0,5763,0,0,United States of America
126,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,6,#d1e48e,calm,feel calm,0,1989,4,4,United States of America
127,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,7,#a7dcf9,pain,feel pain,0,2104,2,2,United States of America
128,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,8,#8cf2c3,self_aware,be aware of itself,0,4029,2,2,United States of America
129,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,9,#f0d9a2,emo_recog,understand how somebody else is feeling,0,1484,0,0,United States of America
130,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,10,#d0e0c8,hungry,get hungry,0,1467,6,6,United States of America
131,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,11,#79e3f9,goal,have goals -- like when you're working hard to do something or make something happen,0,1381,6,6,United States of America
132,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,12,#b4dbe7,tired,feel tired,0,6291,5,5,United States of America
133,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,13,#64f8f4,disrespected,get hurt feelings,0,1374,0,0,United States of America
134,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,14,#e3dbc8,reasoning,figure out how to do things,0,2547,4,4,United States of America
135,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,15,#c3e5b5,computations,do math,0,1534,0,0,United States of America
136,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,16,#bae6c8,safe,feel safe,0,2681,4,4,United States of America
137,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,17,#dee7bc,pleasure,feel pleasure -- like when something feels really good,0,2428,1,1,United States of America
138,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,18,#e3df8e,beliefs,have beliefs -- like when you think something is true,0,1549,0,0,United States of America
139,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,19,#f3c5fa,choices,make choices,0,2464,4,4,United States of America
140,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,20,#c2e9f5,temperature,sense temperatures,0,1487,6,6,United States of America
141,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,21,#97eca5,love,feel love,0,1897,0,0,United States of America
142,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,22,#bfd6fa,seeing,see things,0,3164,6,6,United States of America
143,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,23,#9be4c0,free_will,decide what to do,0,2818,5,5,United States of America
144,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,24,#f0d27e,sounds,hear sounds,0,1266,6,6,United States of America
145,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,25,#bce98d,morality,know what's nice and what's mean,0,1288,0,0,United States of America
146,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,26,#b5eaa1,thoughts,have thoughts,0,3303,3,3,United States of America
147,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,27,#f2cdb9,desires,have desires -- like when you really want something,0,2792,2,2,United States of America
148,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,28,#dedfa2,embarrassed,feel embarrassed,0,1154,0,0,United States of America
149,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,29,#84eced,personality,have a personality -- like when someone is shy and somebody else is silly,0,1429,0,0,United States of America
150,us_run_02b,us_run_02b_2,beetle,us,34,female,yes_only,asian_eastAsian,grad_degree,none,none,writer,No,30,#a9f2ce,nauseated,feel sick -- like when you feel like you might throw up,0,3746,4,4,United States of America
