startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,QID84,QID85,QID86,QID87,QID88,QID89,QID90,QID91,QID92,QID111,QID112,QID113,QID114,QID115,QID116,QID117,QID118,QID119,QID120,QID121,QID122,QID123,QID124,QID125,QID126,QID127,QID128,QID129,QID130,QID131,QID132,QID133,QID134,QID135,QID136,QID137,QID183,QID184,QID185,QID186,QID187,QID188,QID189,QID190,QID191,QID210,QID211,QID212,QID213,QID214,QID215,QID216,QID217,QID218,QID228,QID229,QID230,QID231,QID232,QID233,QID234,QID235,QID236,QID237,QID238,QID239,QID240,QID241,QID242,QID243,QID244,QID245,QID246,QID247,QID248,QID249,QID250,QID251,QID252,QID253,QID254,QID264,QID265,QID266,QID267,QID268,QID269,QID270,QID271,QID272,QID73_TEXT,mTurkCode
9/8/2016 13:02,9/8/2016 13:07,IP Address,73.212.201.206,100,268,TRUE,9/8/2016 13:07,R_3F38uLbSAl5dYhH,,,,,39.25750732,-76.49510193,anonymous,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,A little,Slightly confident,Somewhat difficult,Slightly confident,Somewhat unlikely,Slightly important,Slightly positive impact,Moderately,Probably won't,A little,Slightly confident,Somewhat easy,Moderately confident,Somewhat unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A little,Moderately confident,Somewhat easy,Moderately confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A moderate amount,Moderately confident,Somewhat easy,Moderately confident,Somewhat unlikely,Slightly important,Slightly positive impact,Moderately,Probably won't,A little,Slightly confident,Somewhat easy,Slightly confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A moderate amount,Moderately confident,Somewhat difficult,Moderately confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Probably won't,A little,Slightly confident,Somewhat difficult,Slightly confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A little,Slightly confident,Somewhat difficult,Slightly confident,Somewhat unlikely,Very important,Moderately positive impact,Very,Might or might not,A little,Moderately confident,Very easy,Moderately confident,Somewhat unlikely,Extremely important,Extremely positive impact,Extremely,Probably will,A little,Slightly confident,Somewhat easy,Slightly confident,37,696355
9/8/2016 12:31,9/8/2016 13:05,IP Address,128.111.95.40,100,2080,TRUE,9/8/2016 13:05,R_00ATWyoOhBVyW5j,,,,,34.4329071,-119.8370972,anonymous,Somewhat unlikely,Very important,Very positive impact,Slightly,Probably won't,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat likely,Slightly important,Moderately positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat likely,Slightly important,Slightly positive impact,Slightly,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,A little,Moderately confident,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat likely,Slightly important,Slightly positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat likely,Slightly important,Slightly positive impact,Slightly,Probably will,A little,Slightly confident,Very easy,Very confident,Somewhat likely,Slightly important,Slightly positive impact,Slightly,Probably will,A lot,Very confident,Very easy,Extremely confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,23,978055
9/8/2016 13:01,9/8/2016 13:05,IP Address,75.134.181.225,100,253,TRUE,9/8/2016 13:05,R_pngVQRnVqqORGPn,,,,,43.56739807,-83.82209778,anonymous,Neither likely nor unlikely,Not at all important,Slightly positive impact,Slightly,Definitely won't,A moderate amount,Moderately confident,Somewhat easy,Very confident,Unlikely,Not at all important,No positive impact at all,Not at all,Definitely won't,Not at all,Slightly confident,Somewhat difficult,Not confident at all,Unlikely,Moderately important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat difficult,Slightly confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A moderate amount,Moderately confident,Somewhat easy,Moderately confident,Unlikely,Not at all important,No positive impact at all,Not at all,Definitely won't,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Somewhat unlikely,Very important,Very positive impact,Moderately,Might or might not,A moderate amount,Slightly confident,Somewhat difficult,Slightly confident,Somewhat unlikely,Moderately important,Moderately positive impact,Very,Definitely won't,A little,Slightly confident,Somewhat easy,Moderately confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A little,Moderately confident,Somewhat difficult,Slightly confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Probably won't,Not at all,Slightly confident,Somewhat difficult,Slightly confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A little,Slightly confident,Somewhat difficult,Slightly confident,29,274551
9/8/2016 11:34,9/8/2016 12:39,IP Address,65.51.204.122,100,3851,TRUE,9/8/2016 12:39,R_2Cm5zmyzL4SLWoW,,,,,40.8526001,-74.10780334,anonymous,Unlikely,Slightly important,Slightly positive impact,Slightly,Definitely won't,Not at all,Slightly confident,Neither easy nor difficult,Not confident at all,Somewhat unlikely,Moderately important,Slightly positive impact,Slightly,Definitely won't,Not at all,Slightly confident,Somewhat easy,Moderately confident,Somewhat unlikely,Moderately important,Slightly positive impact,Moderately,Might or might not,A little,Slightly confident,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Extremely important,Very positive impact,Very,Probably will,A moderate amount,Very confident,Somewhat easy,Very confident,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Somewhat unlikely,Very important,Extremely positive impact,Extremely,Probably will,A little,Not confident at all,Somewhat difficult,Not confident at all,Somewhat likely,Extremely important,Moderately positive impact,Very,Probably won't,A moderate amount,Slightly confident,Neither easy nor difficult,Moderately confident,Somewhat unlikely,Very important,Very positive impact,Very,Might or might not,A little,Slightly confident,Neither easy nor difficult,Not confident at all,Neither likely nor unlikely,Very important,Moderately positive impact,Very,Might or might not,A moderate amount,Very confident,Somewhat easy,Very confident,Somewhat unlikely,Very important,Slightly positive impact,Slightly,Definitely won't,Not at all,Slightly confident,Somewhat easy,Slightly confident,45,262347
9/8/2016 12:13,9/8/2016 12:20,IP Address,107.77.194.72,100,414,TRUE,9/8/2016 12:20,R_3ilqeWaMfMREBx6,,,,,42.59829712,-83.17849731,anonymous,Unlikely,Not at all important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,Not at all,Slightly confident,Somewhat easy,Slightly confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Probably will,A little,Slightly confident,Somewhat difficult,Slightly confident,Likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Extremely confident,Somewhat difficult,Very confident,Unlikely,Not at all important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Neither likely nor unlikely,Very important,Very positive impact,Very,Probably will,A little,Slightly confident,Somewhat difficult,Slightly confident,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Extremely difficult,Not confident at all,Likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Very confident,Somewhat difficult,Very confident,Likely,Moderately important,Moderately positive impact,Moderately,Definitely will,A lot,Slightly confident,Somewhat difficult,Moderately confident,Neither likely nor unlikely,Moderately important,Slightly positive impact,Moderately,Might or might not,A little,Slightly confident,Somewhat easy,Slightly confident,39,490576
9/8/2016 12:04,9/8/2016 12:13,IP Address,99.172.125.160,100,528,TRUE,9/8/2016 12:13,R_Z3Ptj0400mXyYiB,,,,,33.79299927,-84.44319916,anonymous,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,Not at all,Slightly confident,Neither easy nor difficult,Slightly confident,Somewhat unlikely,Slightly important,Slightly positive impact,Slightly,Might or might not,A moderate amount,Moderately confident,Somewhat easy,Moderately confident,Unlikely,Moderately important,Moderately positive impact,Slightly,Might or might not,A moderate amount,Slightly confident,Neither easy nor difficult,Slightly confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Very,Probably will,A moderate amount,Very confident,Somewhat difficult,Moderately confident,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,Not at all,Slightly confident,Neither easy nor difficult,Slightly confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A lot,Very confident,Somewhat difficult,Very confident,Somewhat likely,Moderately important,Very positive impact,Very,Probably won't,A little,Very confident,Somewhat difficult,Very confident,Somewhat likely,Moderately important,Moderately positive impact,Moderately,Probably will,A lot,Very confident,Somewhat easy,Very confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,Not at all,Slightly confident,Somewhat easy,Moderately confident,Unlikely,Moderately important,Slightly positive impact,Moderately,Probably won't,A little,Moderately confident,Somewhat easy,Moderately confident,47,435217
9/8/2016 12:03,9/8/2016 12:10,IP Address,73.31.67.50,100,408,TRUE,9/8/2016 12:10,R_w1SN9wIpQ5yFrG1,,,,,37.61920166,-77.4960022,anonymous,Unlikely,Not at all important,No positive impact at all,Not at all,Definitely won't,Not at all,Not confident at all,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Slightly important,Moderately positive impact,Moderately,Might or might not,A little,Slightly confident,Somewhat easy,Very confident,Somewhat likely,Very important,Very positive impact,Extremely,Probably will,A moderate amount,Very confident,Somewhat easy,Extremely confident,Likely,Extremely important,Extremely positive impact,Very,Definitely will,A lot,Extremely confident,Somewhat difficult,Very confident,Unlikely,Not at all important,Slightly positive impact,Slightly,Might or might not,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Neither likely nor unlikely,Very important,Extremely positive impact,Extremely,Definitely will,Not at all,Very confident,Very difficult,Not confident at all,Likely,Extremely important,Extremely positive impact,Very,Probably will,A moderate amount,Very confident,Very difficult,Very confident,Somewhat likely,Very important,Very positive impact,Very,Definitely will,A moderate amount,Very confident,Somewhat difficult,Moderately confident,Somewhat likely,Moderately important,Moderately positive impact,Moderately,Probably will,A little,Moderately confident,Neither easy nor difficult,Very confident,Somewhat likely,Very important,Very positive impact,Very,Definitely will,A moderate amount,Very confident,Neither easy nor difficult,Moderately confident,24,488631
9/8/2016 11:58,9/8/2016 12:08,IP Address,173.173.214.221,100,614,TRUE,9/8/2016 12:08,R_2WAaon2muDfN3Ew,,,,,26.2454071,-97.68360138,anonymous,Likely,Not at all important,No positive impact at all,Not at all,Definitely won't,A little,Not confident at all,Extremely easy,Extremely confident,Somewhat likely,Moderately important,Slightly positive impact,Extremely,Might or might not,A moderate amount,Very confident,Somewhat easy,Moderately confident,Somewhat likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A lot,Extremely confident,Somewhat easy,Moderately confident,Somewhat likely,Very important,Moderately positive impact,Very,Probably will,A moderate amount,Extremely confident,Somewhat easy,Moderately confident,Unlikely,Not at all important,No positive impact at all,Not at all,Definitely won't,Not at all,Not confident at all,Somewhat easy,Moderately confident,Somewhat likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A little,Extremely confident,Somewhat difficult,Slightly confident,Somewhat likely,Very important,Moderately positive impact,Extremely,Might or might not,A great deal,Very confident,Very difficult,Moderately confident,Somewhat likely,Extremely important,Very positive impact,Very,Definitely will,A great deal,Extremely confident,Somewhat difficult,Slightly confident,Likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Extremely confident,Very easy,Extremely confident,Likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Extremely confident,Somewhat difficult,Moderately confident,23,969435
9/8/2016 11:57,9/8/2016 12:07,IP Address,72.218.214.239,100,611,TRUE,9/8/2016 12:07,R_28UTnXyN91Q8QDP,,,,,36.88150024,-76.37969971,anonymous,Somewhat unlikely,Slightly important,Slightly positive impact,Moderately,Might or might not,A little,Slightly confident,Very easy,Moderately confident,Somewhat unlikely,Very important,Slightly positive impact,Moderately,Might or might not,A moderate amount,Slightly confident,Somewhat easy,Very confident,Somewhat unlikely,Very important,Moderately positive impact,Moderately,Probably will,A little,Slightly confident,Somewhat easy,Very confident,Somewhat likely,Moderately important,Moderately positive impact,Very,Probably will,A little,Moderately confident,Somewhat easy,Very confident,Unlikely,Moderately important,Moderately positive impact,Very,Probably will,A little,Slightly confident,Somewhat difficult,Slightly confident,Neither likely nor unlikely,Extremely important,Very positive impact,Very,Definitely will,A moderate amount,Very confident,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Very,Might or might not,A little,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat likely,Very important,Very positive impact,Very,Definitely will,A moderate amount,Moderately confident,Somewhat easy,Very confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Moderately,Probably will,A moderate amount,Moderately confident,Somewhat easy,Moderately confident,Neither likely nor unlikely,Very important,Moderately positive impact,Very,Probably will,A little,Moderately confident,Somewhat easy,Moderately confident,36,845137
9/8/2016 11:53,9/8/2016 12:01,IP Address,173.171.217.28,100,466,TRUE,9/8/2016 12:01,R_1NtsdQTVdBTh3D3,,,,,27.85629272,-82.63179779,anonymous,Somewhat likely,Not at all important,Slightly positive impact,Slightly,Might or might not,A moderate amount,Very confident,Very easy,Very confident,Somewhat likely,Slightly important,Very positive impact,Very,Definitely will,A great deal,Extremely confident,Extremely easy,Very confident,Somewhat unlikely,Moderately important,Moderately positive impact,Moderately,Probably won't,A little,Slightly confident,Very difficult,Slightly confident,Somewhat likely,Very important,Very positive impact,Very,Probably will,A lot,Very confident,Somewhat easy,Moderately confident,Somewhat likely,Slightly important,Moderately positive impact,Very,Might or might not,A little,Slightly confident,Very difficult,Slightly confident,Unlikely,Extremely important,Extremely positive impact,Extremely,Probably won't,A little,Slightly confident,Extremely difficult,Not confident at all,Somewhat likely,Moderately important,Very positive impact,Moderately,Might or might not,A lot,Very confident,Somewhat easy,Very confident,Somewhat likely,Very important,Very positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Somewhat difficult,Slightly confident,Somewhat likely,Very important,Very positive impact,Very,Probably will,A lot,Very confident,Somewhat easy,Moderately confident,Unlikely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Extremely confident,Extremely easy,Very confident,33,727968
9/8/2016 11:56,9/8/2016 12:01,IP Address,107.222.88.125,100,300,TRUE,9/8/2016 12:01,R_78PKruUgP5HdmLL,,,,,38.39649963,-90.42630005,anonymous,Unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Unlikely,Slightly important,Slightly positive impact,Slightly,Definitely won't,Not at all,Not confident at all,Very easy,Slightly confident,Somewhat unlikely,Moderately important,Moderately positive impact,Moderately,Probably will,A moderate amount,Moderately confident,Very easy,Very confident,Unlikely,Very important,Very positive impact,Very,Might or might not,A moderate amount,Moderately confident,Somewhat difficult,Moderately confident,Somewhat unlikely,Slightly important,Moderately positive impact,Moderately,Might or might not,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Unlikely,Very important,Very positive impact,Very,Probably will,Not at all,Slightly confident,Somewhat difficult,Not confident at all,Somewhat unlikely,Slightly important,Slightly positive impact,Slightly,Probably won't,A little,Moderately confident,Neither easy nor difficult,Moderately confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Probably will,A little,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A little,Moderately confident,Somewhat easy,Moderately confident,Unlikely,Very important,Moderately positive impact,Very,Might or might not,A little,Moderately confident,Neither easy nor difficult,Moderately confident,38,407555
9/8/2016 11:38,9/8/2016 11:59,IP Address,216.246.138.233,100,1252,TRUE,9/8/2016 11:59,R_2e8ZKOhiWjJKj5b,,,,,43.5644989,-71.48200226,anonymous,Somewhat unlikely,Slightly important,Moderately positive impact,Very,Probably won't,A little,Very confident,Somewhat difficult,Slightly confident,Somewhat unlikely,Slightly important,Slightly positive impact,Very,Probably will,A little,Very confident,Very easy,Very confident,Somewhat unlikely,Moderately important,Moderately positive impact,Very,Might or might not,A little,Very confident,Very easy,Very confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A lot,Very confident,Very difficult,Very confident,Somewhat unlikely,Slightly important,Moderately positive impact,Very,Probably will,A little,Very confident,Somewhat difficult,Very confident,Somewhat unlikely,Very important,Extremely positive impact,Very,Probably will,A lot,Very confident,Somewhat difficult,Very confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably won't,A lot,Very confident,Somewhat difficult,Very confident,Somewhat unlikely,Slightly important,Very positive impact,Very,Probably will,A little,Very confident,Very easy,Very confident,Somewhat unlikely,Slightly important,Very positive impact,Very,Probably will,A little,Very confident,Very easy,Very confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably will,A little,Very confident,Somewhat easy,Very confident,39,894746
9/8/2016 11:33,9/8/2016 11:53,IP Address,71.74.125.51,100,1223,TRUE,9/8/2016 11:53,R_2PCni6asA8OBdMg,,,,,42.03370667,-80.22850037,anonymous,Unlikely,Not at all important,Slightly positive impact,Slightly,Probably won't,Not at all,Very confident,Extremely easy,Extremely confident,Somewhat likely,Slightly important,Slightly positive impact,Moderately,Probably won't,A great deal,Extremely confident,Extremely easy,Extremely confident,Somewhat likely,Slightly important,Slightly positive impact,Moderately,Might or might not,A great deal,Extremely confident,Somewhat easy,Extremely confident,Somewhat likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A moderate amount,Moderately confident,Very difficult,Moderately confident,Unlikely,Not at all important,Slightly positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat easy,Not confident at all,Somewhat unlikely,Very important,Very positive impact,Very,Definitely will,A lot,Very confident,Somewhat difficult,Very confident,Somewhat likely,Extremely important,Very positive impact,Extremely,Might or might not,A little,Slightly confident,Somewhat difficult,Very confident,Neither likely nor unlikely,Extremely important,Extremely positive impact,Extremely,Definitely will,A little,Slightly confident,Somewhat difficult,Slightly confident,Unlikely,Moderately important,Moderately positive impact,Very,Probably will,Not at all,Moderately confident,Very easy,Very confident,Somewhat unlikely,Moderately important,Slightly positive impact,Moderately,Probably won't,A moderate amount,Very confident,Somewhat easy,Very confident,31,352529
9/8/2016 11:45,9/8/2016 11:53,IP Address,172.75.209.161,100,443,TRUE,9/8/2016 11:53,R_1QJwct3S1VpTMPR,,,,,33.93479919,-81.14440155,anonymous,Unlikely,Not at all important,Moderately positive impact,Moderately,Probably won't,Not at all,Not confident at all,Somewhat difficult,Not confident at all,Unlikely,Slightly important,No positive impact at all,Not at all,Definitely won't,Not at all,Not confident at all,Very difficult,Not confident at all,Unlikely,Not at all important,No positive impact at all,Not at all,Definitely won't,Not at all,Not confident at all,Neither easy nor difficult,Not confident at all,Neither likely nor unlikely,Moderately important,Moderately positive impact,Moderately,Probably will,A moderate amount,Moderately confident,Somewhat difficult,Moderately confident,Unlikely,Not at all important,No positive impact at all,Not at all,Definitely won't,Not at all,Not confident at all,Very difficult,Not confident at all,Unlikely,Very important,Extremely positive impact,Very,Definitely will,Not at all,Not confident at all,Extremely difficult,Not confident at all,Unlikely,Slightly important,Slightly positive impact,Slightly,Definitely won't,Not at all,Not confident at all,Somewhat easy,Slightly confident,Neither likely nor unlikely,Very important,Very positive impact,Very,Definitely will,A little,Slightly confident,Somewhat difficult,Slightly confident,Neither likely nor unlikely,Moderately important,Moderately positive impact,Moderately,Probably will,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Unlikely,Slightly important,Slightly positive impact,Slightly,Might or might not,Not at all,Not confident at all,Somewhat difficult,Not confident at all,43,362648
9/8/2016 11:39,9/8/2016 11:51,IP Address,99.245.204.143,100,701,TRUE,9/8/2016 11:51,R_3qa5TIW5OSzHwgy,,,,,43.97290039,-80.10440063,anonymous,Unlikely,Not at all important,No positive impact at all,Not at all,Probably won't,Not at all,Not confident at all,Somewhat easy,Moderately confident,Unlikely,Very important,Moderately positive impact,Very,Probably won't,A little,Slightly confident,Very easy,Moderately confident,Somewhat unlikely,Very important,Very positive impact,Very,Probably won't,A little,Slightly confident,Very easy,Very confident,Somewhat likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A lot,Moderately confident,Somewhat easy,Very confident,Unlikely,Not at all important,Slightly positive impact,Slightly,Definitely won't,Not at all,Slightly confident,Somewhat easy,Slightly confident,Somewhat unlikely,Very important,Very positive impact,Very,Might or might not,A little,Moderately confident,Somewhat easy,Moderately confident,Neither likely nor unlikely,Moderately important,Slightly positive impact,Moderately,Probably won't,Not at all,Not confident at all,Very easy,Slightly confident,Somewhat likely,Extremely important,Extremely positive impact,Extremely,Probably will,A moderate amount,Moderately confident,Somewhat easy,Very confident,Somewhat likely,Extremely important,Very positive impact,Very,Definitely will,A moderate amount,Moderately confident,Somewhat easy,Very confident,Unlikely,Moderately important,Moderately positive impact,Very,Probably will,A little,Slightly confident,Somewhat difficult,Not confident at all,32,247217
9/8/2016 11:40,9/8/2016 11:50,IP Address,50.170.151.14,100,592,TRUE,9/8/2016 11:50,R_3EJNI3kjgENQXCe,,,,,39.90040588,-104.9428024,anonymous,Somewhat likely,Moderately important,Slightly positive impact,Slightly,Probably won't,A moderate amount,Slightly confident,Very easy,Very confident,Somewhat unlikely,Very important,Moderately positive impact,Moderately,Might or might not,A little,Not confident at all,Neither easy nor difficult,Slightly confident,Neither likely nor unlikely,Very important,Moderately positive impact,Moderately,Might or might not,A little,Slightly confident,Somewhat easy,Moderately confident,Neither likely nor unlikely,Extremely important,Extremely positive impact,Very,Probably will,A moderate amount,Moderately confident,Very difficult,Slightly confident,Unlikely,Slightly important,Slightly positive impact,Not at all,Probably won't,A little,Slightly confident,Neither easy nor difficult,Slightly confident,Somewhat likely,Extremely important,Very positive impact,Very,Probably will,A moderate amount,Moderately confident,Somewhat difficult,Very confident,Somewhat unlikely,Moderately important,Slightly positive impact,Slightly,Definitely won't,Not at all,Slightly confident,Neither easy nor difficult,Moderately confident,Neither likely nor unlikely,Very important,Very positive impact,Moderately,Probably will,A little,Moderately confident,Somewhat difficult,Slightly confident,Somewhat likely,Extremely important,Slightly positive impact,Slightly,Might or might not,A moderate amount,Slightly confident,Extremely easy,Very confident,Somewhat unlikely,Extremely important,Slightly positive impact,Slightly,Probably won't,Not at all,Slightly confident,Neither easy nor difficult,Moderately confident,25,809450
9/8/2016 11:33,9/8/2016 11:47,IP Address,96.32.0.5,100,848,TRUE,9/8/2016 11:47,R_VJ3vxeFV7VbzKAF,,,,,41.34179688,-73.23169708,anonymous,Unlikely,Not at all important,No positive impact at all,Not at all,Probably won't,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Likely,Very important,Slightly positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Somewhat likely,Extremely important,Moderately positive impact,Very,Might or might not,A lot,Moderately confident,Neither easy nor difficult,Moderately confident,Likely,Very important,Extremely positive impact,Extremely,Probably will,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Unlikely,Not at all important,Very positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,Likely,Very important,Very positive impact,Extremely,Probably will,A moderate amount,Extremely confident,Neither easy nor difficult,Moderately confident,Likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Extremely confident,Somewhat easy,Moderately confident,Likely,Very important,Extremely positive impact,Very,Probably will,A moderate amount,Moderately confident,Somewhat difficult,Moderately confident,Somewhat likely,Extremely important,Very positive impact,Very,Probably will,A lot,Very confident,Neither easy nor difficult,Moderately confident,Likely,Extremely important,Slightly positive impact,Moderately,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Moderately confident,28,681213
9/8/2016 11:33,9/8/2016 11:43,IP Address,72.160.129.58,100,613,TRUE,9/8/2016 11:43,R_3hcGxmeOvsO5JzQ,,,,,38.83039856,-86.99849701,anonymous,Unlikely,Not at all important,Slightly positive impact,Not at all,Probably won't,A little,Moderately confident,Extremely easy,Extremely confident,Somewhat likely,Moderately important,Very positive impact,Moderately,Probably will,A moderate amount,Moderately confident,Neither easy nor difficult,Very confident,Likely,Moderately important,Very positive impact,Very,Probably will,A lot,Extremely confident,Very easy,Extremely confident,Neither likely nor unlikely,Very important,Very positive impact,Extremely,Probably will,A great deal,Moderately confident,Very difficult,Slightly confident,Unlikely,Slightly important,Moderately positive impact,Slightly,Probably won't,Not at all,Not confident at all,Somewhat easy,Very confident,Somewhat likely,Extremely important,Extremely positive impact,Extremely,Definitely will,A great deal,Very confident,Very difficult,Very confident,Somewhat likely,Slightly important,Extremely positive impact,Extremely,Definitely will,A moderate amount,Very confident,Very difficult,Very confident,Somewhat likely,Very important,Very positive impact,Extremely,Probably will,A lot,Very confident,Neither easy nor difficult,Very confident,Somewhat likely,Very important,Very positive impact,Extremely,Definitely will,A lot,Very confident,Somewhat easy,Extremely confident,Unlikely,Moderately important,Moderately positive impact,Moderately,Might or might not,A moderate amount,Very confident,Very easy,Very confident,34,502724
9/8/2016 11:33,9/8/2016 11:42,IP Address,50.39.190.28,100,556,TRUE,9/8/2016 11:42,R_2xY4UgmTrGJltTv,,,,,45.44430542,-122.966301,anonymous,Neither likely nor unlikely,Moderately important,Moderately positive impact,Slightly,Might or might not,A moderate amount,Very confident,Somewhat easy,Very confident,Neither likely nor unlikely,Moderately important,Very positive impact,Moderately,Might or might not,A moderate amount,Very confident,Somewhat easy,Very confident,Somewhat likely,Very important,Very positive impact,Very,Probably will,A moderate amount,Very confident,Neither easy nor difficult,Very confident,Somewhat likely,Very important,Extremely positive impact,Very,Probably will,A lot,Very confident,Neither easy nor difficult,Very confident,Somewhat likely,Not at all important,No positive impact at all,Slightly,Might or might not,A moderate amount,Moderately confident,Somewhat easy,Extremely confident,Somewhat likely,Very important,Extremely positive impact,Very,Probably will,A lot,Very confident,Somewhat easy,Moderately confident,Somewhat likely,Slightly important,Moderately positive impact,Moderately,Definitely won't,A moderate amount,Moderately confident,Somewhat easy,Extremely confident,Somewhat likely,Very important,Extremely positive impact,Extremely,Probably will,A moderate amount,Moderately confident,Neither easy nor difficult,Very confident,Neither likely nor unlikely,Slightly important,Slightly positive impact,Slightly,Might or might not,A moderate amount,Moderately confident,Neither easy nor difficult,Very confident,Neither likely nor unlikely,Very important,Very positive impact,Very,Definitely will,A moderate amount,Moderately confident,Neither easy nor difficult,Very confident,32,483350
